URL,letter,primary color,secondary colors,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_603_R_TC_46/1500,4015,160,215/pct:40/0/default.jpg",,,,,484,603 R,1500,4015,160,215,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_055_V_TC_46/1090,4125,227,237/pct:40/0/default.jpg",,,,,468,55 V,1090,4125,227,237,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_11_V_TC_46/1332,2012,182,217/pct:40/0/default.jpg",,,,,269,11 V,1332,2012,182,217,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_186_V_TC_46/2325,5487,200,132/pct:40/0/default.jpg",,,,,485,186 V,2325,5487,200,132,
"https://stacks.stanford.edu/image/iiif/vb856kp8798%2F002II_234_R_TC_46/2417,5807,465,440/pct:40/0/default.jpg",,,,,2II,234 R,2417,5807,465,440,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_188_R_TC_46/2710,2367,285,182/pct:40/0/default.jpg",,,,,317,188 R,2710,2367,285,182,
"https://stacks.stanford.edu/image/iiif/rg420yp8320%2F373_75_V_TC_46/1420,5825,530,695/pct:40/0/default.jpg",,,,,373,75 V,1420,5825,530,695,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_134_V_TC_46/1287,1435,305,322/pct:40/0/default.jpg",,,,,131,134 V,1287,1435,305,322,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_120_R_TC_46/2487,927,60,125/pct:40/0/default.jpg",,,,,317,120 R,2487,927,60,125,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_444_R_TC_46/1722,1572,70,122/pct:40/0/default.jpg",,,,,463,444 R,1722,1572,70,122,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_034_R_TC_46/1847,3662,795,892/pct:40/0/default.jpg",,,,,29,34 R,1847,3662,795,892,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_156_V_TC_46/565,2135,470,640/pct:40/0/default.jpg",,,,,319,156 V,565,2135,470,640,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_077_TC_46/3245,5395,282,175/pct:40/0/default.jpg",,,,,51,77,3245,5395,282,175,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_93_V_TC_46/1387,1830,320,322/pct:40/0/default.jpg",,,,,131,93 V,1387,1830,320,322,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_89_R_TC_46/612,2232,72,202/pct:40/0/default.jpg",,,,,186,89 R,612,2232,72,202,
"https://stacks.stanford.edu/image/iiif/vn209hf3082%2F505_025_R_TC_46/172,4417,172,167/pct:40/0/default.jpg",,,,,505,25 R,172,4417,172,167,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_106_V_TC_46/1532,5025,160,297/pct:40/0/default.jpg",,,,,273,106 V,1532,5025,160,297,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_089_V_TC_46/3762,280,170,145/pct:40/0/default.jpg",,,,,45,89 V,3762,280,170,145,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_202_R_TC_46/3862,5122,40,100/pct:40/0/default.jpg",,,,,437,202 R,3862,5122,40,100,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_179_R_TC_46/2200,2532,170,137/pct:40/0/default.jpg",,,,,485,179 R,2200,2532,170,137,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_087_V_TC_46/897,1812,270,402/pct:40/0/default.jpg",,,,,310,87 V,897,1812,270,402,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_030_V_TC_46/2485,1415,132,190/pct:40/0/default.jpg",,,,,469,30 V,2485,1415,132,190,
"https://stacks.stanford.edu/image/iiif/wd305nz9008%2F281_009_V_TC_46/2247,3045,147,150/pct:40/0/default.jpg",,,,,281,9 V,2247,3045,147,150,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_254_R_TC_46/2977,4320,185,612/pct:40/0/default.jpg",,,,,45,254 R,2977,4320,185,612,
"https://stacks.stanford.edu/image/iiif/nh277tk2537%2F265_111_TC_46/1700,977,185,220/pct:40/0/default.jpg",,,,,265,111,1700,977,185,220,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_128_R_TC_46/2397,3787,402,320/pct:40/0/default.jpg",,,,,131,128 R,2397,3787,402,320,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_267_V_TC_46/5062,2677,160,145/pct:40/0/default.jpg",,,,,10,267 V,5062,2677,160,145,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_179_V_TC_46/1170,1027,145,145/pct:40/0/default.jpg",,,,,317,179 V,1170,1027,145,145,
"https://stacks.stanford.edu/image/iiif/qj220gv8417%2F139_46_V_TC_46/1282,4655,622,640/pct:40/0/default.jpg",,,,,139,46 V,1282,4655,622,640,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_72_R_TC_46/165,2370,357,287/pct:40/0/default.jpg",,,,,131,72 R,165,2370,357,287,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_601_R_TC_46/1845,2725,105,175/pct:40/0/default.jpg",,,,,484,601 R,1845,2725,105,175,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_200_V_TC_46/2847,3380,275,150/pct:40/0/default.jpg",,,,,321,200 V,2847,3380,275,150,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_083_V_TC_46/2982,5552,112,455/pct:40/0/default.jpg",,,,,48,83 V,2982,5552,112,455,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_260_R_TC_46/2265,2802,240,172/pct:40/0/default.jpg",,,,,463,260 R,2265,2802,240,172,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_119_R_TC_46/3560,3145,130,140/pct:40/0/default.jpg",,,,,437,119 R,3560,3145,130,140,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_133_R_TC_46/2607,2860,192,167/pct:40/0/default.jpg",,,,,468,133 R,2607,2860,192,167,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_053_R_TC_46/1370,5087,205,172/pct:40/0/default.jpg",,,,,10,53 R,1370,5087,205,172,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_180_V_TC_46/3435,6702,122,357/pct:40/0/default.jpg",,,,,4,180 V,3435,6702,122,357,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_128_R_TC_46/1762,2457,262,147/pct:40/0/default.jpg",,,,,321,128 R,1762,2457,262,147,
"https://stacks.stanford.edu/image/iiif/pm493kf4162%2F424_034_V_TC_46/2425,3525,295,320/pct:40/0/default.jpg",,,,,424,34 V,2425,3525,295,320,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_79_R_TC_46/485,1220,280,232/pct:40/0/default.jpg",,,,,273,79 R,485,1220,280,232,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_37_V_TC_46/4765,7347,45,475/pct:40/0/default.jpg",,,,,54,37 V,4765,7347,45,475,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_117_V_TC_46/815,1377,75,240/pct:40/0/default.jpg",,,,,130,117 V,815,1377,75,240,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_081_R_TC_46/2250,2715,125,97/pct:40/0/default.jpg",,,,,406,81 R,2250,2715,125,97,
"https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_014_R_TC_46/2445,505,245,285/pct:40/0/default.jpg",,,,,400,14 R,2445,505,245,285,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_209_V_TC_46/4732,3742,172,130/pct:40/0/default.jpg",,,,,75,209 V,4732,3742,172,130,
"https://stacks.stanford.edu/image/iiif/wy783rb3141%2F146_004_TC_46/1350,1852,607,575/pct:40/0/default.jpg",,,,,146,4,1350,1852,607,575,
"https://stacks.stanford.edu/image/iiif/dw493fs0065%2F163_130_TC_46/665,6057,367,632/pct:40/0/default.jpg",,,,,163,130,665,6057,367,632,
"https://stacks.stanford.edu/image/iiif/jy445fd9276%2F277_123_V_TC_46/730,4072,182,140/pct:40/0/default.jpg",,,,,277,123 V,730,4072,182,140,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_169_R_TC_46/3362,2127,162,225/pct:40/0/default.jpg",,,,,45,169 R,3362,2127,162,225,
"https://stacks.stanford.edu/image/iiif/cg531kv2466%2F302_162_TC_46/1340,4982,157,377/pct:40/0/default.jpg",,,,,302,162,1340,4982,157,377,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_226_V_TC_46/3812,6270,230,332/pct:40/0/default.jpg",,,,,10,226 V,3812,6270,230,332,
"https://stacks.stanford.edu/image/iiif/kz798mq9330%2F439_033_V_TC_46/505,2002,740,407/pct:40/0/default.jpg",,,,,439,33 V,505,2002,740,407,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_054_V_TC_46/2532,4192,287,127/pct:40/0/default.jpg",,,,,321,54 V,2532,4192,287,127,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_259_R_TC_46/2935,2852,260,177/pct:40/0/default.jpg",,,,,317,259 R,2935,2852,260,177,
"https://stacks.stanford.edu/image/iiif/hp146pz7537%2F072_96_R_TC_46/2337,2265,90,152/pct:40/0/default.jpg",,,,,72,96 R,2337,2265,90,152,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_213_V_TC_46/3097,3715,275,145/pct:40/0/default.jpg",,,,,49,213 V,3097,3715,275,145,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_107_V_TC_46/3332,3175,387,377/pct:40/0/default.jpg",,,,,27,107 V,3332,3175,387,377,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_096_R_TC_46/1930,887,477,325/pct:40/0/default.jpg",,,,,319,96 R,1930,887,477,325,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_095_R_TC_46/340,4250,152,192/pct:40/0/default.jpg",,,,,468,95 R,340,4250,152,192,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_65_R_TC_46/2852,4532,255,230/pct:40/0/default.jpg",,,,,54,65 R,2852,4532,255,230,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_150_V_TC_46/800,4220,220,432/pct:40/0/default.jpg",,,,,319,150 V,800,4220,220,432,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_144_R_TC_46/1642,3992,180,215/pct:40/0/default.jpg",,,,,11,144 R,1642,3992,180,215,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_370_R_TC_46/1060,1282,220,232/pct:40/0/default.jpg",,,,,271,370 R,1060,1282,220,232,
"https://stacks.stanford.edu/image/iiif/bx369vf7033%2F288_20_R_TC_46/2557,1792,275,232/pct:40/0/default.jpg",,,,,288,20 R,2557,1792,275,232,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_114_V_TC_46/842,3607,625,1155/pct:40/0/default.jpg",,,,,397,114 V,842,3607,625,1155,
"https://stacks.stanford.edu/image/iiif/sn284rv5537%2F462_128_V_TC_46/490,2510,335,465/pct:40/0/default.jpg",,,,,462,128 V,490,2510,335,465,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_162_V_TC_46/3097,3982,282,155/pct:40/0/default.jpg",,,,,321,162 V,3097,3982,282,155,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_066_TC_46/1980,2620,317,182/pct:40/0/default.jpg",,,,,51,66,1980,2620,317,182,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_69_R_TC_46/132,1477,345,282/pct:40/0/default.jpg",,,,,131,69 R,132,1477,345,282,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_152_R_TC_46/522,2762,137,87/pct:40/0/default.jpg",,,,,55,152 R,522,2762,137,87,
"https://stacks.stanford.edu/image/iiif/bx369vf7033%2F288_14_R_TC_46/2902,3647,245,245/pct:40/0/default.jpg",,,,,288,14 R,2902,3647,245,245,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_232_R_TC_46/262,800,612,425/pct:40/0/default.jpg",,,,,46,232 R,262,800,612,425,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_42_R_TC_46/95,2600,372,420/pct:40/0/default.jpg",,,,,94,42 R,95,2600,372,420,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_356_V_TC_46/1602,3555,35,380/pct:40/0/default.jpg",,,,,10,356 V,1602,3555,35,380,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_093_V_TC_46/4460,3457,260,175/pct:40/0/default.jpg",,,,,45,93 V,4460,3457,260,175,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_156_V_TC_46/1502,4047,97,525/pct:40/0/default.jpg",,,,,3,156 V,1502,4047,97,525,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_17_R_TC_46/615,5125,137,352/pct:40/0/default.jpg",,,,,273,17 R,615,5125,137,352,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_144_R_TC_46/3210,3112,127,162/pct:40/0/default.jpg",,,,,10,144 R,3210,3112,127,162,
"https://stacks.stanford.edu/image/iiif/fr670md2824%2F303_179_TC_46/1322,4425,235,340/pct:40/0/default.jpg",,,,,303,179,1322,4425,235,340,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_199_V_TC_46/4612,4742,162,187/pct:40/0/default.jpg",,,,,437,199 V,4612,4742,162,187,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_242_R_TC_46/3982,4470,250,347/pct:40/0/default.jpg",,,,,271,242 R,3982,4470,250,347,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_079_R_TC_46/1070,3145,55,155/pct:40/0/default.jpg",,,,,10,79 R,1070,3145,55,155,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_120_V_TC_46/2950,3290,352,147/pct:40/0/default.jpg",,,,,321,120 V,2950,3290,352,147,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_666_V_TC_46/2470,1037,275,175/pct:40/0/default.jpg",,,,,484,666 V,2470,1037,275,175,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_621_V_TC_46/3720,3430,172,205/pct:40/0/default.jpg",,,,,484,621 V,3720,3430,172,205,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_106_R_TC_46/2762,1705,80,135/pct:40/0/default.jpg",,,,,136,106 R,2762,1705,80,135,
"https://stacks.stanford.edu/image/iiif/qt651bq6363%2F466_123_TC_46/252,3037,222,267/pct:40/0/default.jpg",,,,,466,123,252,3037,222,267,
"https://stacks.stanford.edu/image/iiif/sn284rv5537%2F462_082a_R_TC_46/1130,4190,310,212/pct:40/0/default.jpg",,,,,462,82a R,1130,4190,310,212,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_30_R_TC_46/3702,4682,80,222/pct:40/0/default.jpg",,,,,300,30 R,3702,4682,80,222,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_94_R_TC_46/1802,4422,272,210/pct:40/0/default.jpg",,,,,27,94 R,1802,4422,272,210,
"https://stacks.stanford.edu/image/iiif/kc116ss6676%2F442_102_TC_46/605,655,357,272/pct:40/0/default.jpg",,,,,442,102,605,655,357,272,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_294_V_TC_46/4795,5670,185,172/pct:40/0/default.jpg",,,,,10,294 V,4795,5670,185,172,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_205_R_TC_46/2720,2565,282,130/pct:40/0/default.jpg",,,,,321,205 R,2720,2565,282,130,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_156_R_TC_46/145,5090,200,887/pct:40/0/default.jpg",,,,,48,156 R,145,5090,200,887,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_129_R_TC_46/2022,1187,305,545/pct:40/0/default.jpg",,,,,10,129 R,2022,1187,305,545,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_105_R_TC_46/5065,757,82,210/pct:40/0/default.jpg",,,,,23,105 R,5065,757,82,210,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_084_V_TC_46/3175,4525,187,197/pct:40/0/default.jpg",,,,,3,84 V,3175,4525,187,197,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_168_V_TC_46/1437,5927,357,230/pct:40/0/default.jpg",,,,,397,168 V,1437,5927,357,230,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_037_V_TC_46/1452,2422,142,155/pct:40/0/default.jpg",,,,,327,37 V,1452,2422,142,155,
"https://stacks.stanford.edu/image/iiif/vf742yx0561%2F062_199_V_TC_46/3000,4235,757,340/pct:40/0/default.jpg",,,,,62,199 V,3000,4235,757,340,
"https://stacks.stanford.edu/image/iiif/cy895rg0439%2F047_109_V_TC_46/940,5455,250,292/pct:40/0/default.jpg",,,,,47,109 V,940,5455,250,292,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_25_R_TC_46/540,6085,1402,215/pct:40/0/default.jpg",,,,,58,25 R,540,6085,1402,215,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_124_R_TC_46/1452,3345,160,182/pct:40/0/default.jpg",,,,,10,124 R,1452,3345,160,182,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_140_R_TC_46/560,2152,40,207/pct:40/0/default.jpg",,,,,49,140 R,560,2152,40,207,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_186_TC_46/4422,4640,287,210/pct:40/0/default.jpg",,,,,51,186,4422,4640,287,210,
"https://stacks.stanford.edu/image/iiif/cg742qv0435%2F328_141_TC_46/160,5822,775,865/pct:40/0/default.jpg",,,,,328,141,160,5822,775,865,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_123_V_TC_46/1402,2195,235,267/pct:40/0/default.jpg",,,,,273,123 V,1402,2195,235,267,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_027_V_TC_46/967,1237,345,307/pct:40/0/default.jpg",,,,,310,27 V,967,1237,345,307,
"https://stacks.stanford.edu/image/iiif/dw493fs0065%2F163_225_TC_46/435,3402,575,620/pct:40/0/default.jpg",,,,,163,225,435,3402,575,620,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_64_R_TC_46/572,1217,87,125/pct:40/0/default.jpg",,,,,49,64 R,572,1217,87,125,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_206_V_TC_46/3830,597,110,142/pct:40/0/default.jpg",,,,,484,206 V,3830,597,110,142,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_158_R_TC_46/1607,3380,415,757/pct:40/0/default.jpg",,,,,186,158 R,1607,3380,415,757,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_250_R_TC_46/2400,3805,230,142/pct:40/0/default.jpg",,,,,317,250 R,2400,3805,230,142,
"https://stacks.stanford.edu/image/iiif/vn209hf3082%2F505_034_R_TC_46/227,1705,195,282/pct:40/0/default.jpg",,,,,505,34 R,227,1705,195,282,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_63_R_TC_46/217,1442,162,157/pct:40/0/default.jpg",,,,,136,63 R,217,1442,162,157,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_407_R_TC_46/2090,310,195,130/pct:40/0/default.jpg",,,,,49,407 R,2090,310,195,130,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_017_R_TC_46/2207,6507,505,655/pct:40/0/default.jpg",,,,,4,17 R,2207,6507,505,655,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_162_TC_46/3457,3082,427,272/pct:40/0/default.jpg",,,,,51,162,3457,3082,427,272,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_213_V_TC_46/945,2100,82,210/pct:40/0/default.jpg",,,,,58,213 V,945,2100,82,210,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_186_TC_46/2915,5065,220,217/pct:40/0/default.jpg",,,,,51,186,2915,5065,220,217,
"https://stacks.stanford.edu/image/iiif/rz376mp0778%2F475_072_V_TC_46/1985,1130,162,167/pct:40/0/default.jpg",,,,,475,72 V,1985,1130,162,167,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_647_R_TC_46/1895,2705,227,150/pct:40/0/default.jpg",,,,,484,647 R,1895,2705,227,150,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_053_R_TC_46/302,902,315,685/pct:40/0/default.jpg",,,,,26,53 R,302,902,315,685,
"https://stacks.stanford.edu/image/iiif/qj220gv8417%2F139_53_V_TC_46/3275,1175,370,1970/pct:40/0/default.jpg",,,,,139,53 V,3275,1175,370,1970,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_105_V_TC_46/2512,4840,47,200/pct:40/0/default.jpg",,,,,94,105 V,2512,4840,47,200,
"https://stacks.stanford.edu/image/iiif/nm203xw8381%2F002I_114_V_TC_46/4945,1072,265,460/pct:40/0/default.jpg",,,,,2I,114 V,4945,1072,265,460,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_158_R_TC_46/1820,530,225,322/pct:40/0/default.jpg",,,,,468,158 R,1820,530,225,322,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_265_R_TC_46/680,3447,85,100/pct:40/0/default.jpg",,,,,48,265 R,680,3447,85,100,
"https://stacks.stanford.edu/image/iiif/zs345bj2650%2F270_113_V_TC_46/807,767,507,435/pct:40/0/default.jpg",,,,,270,113 V,807,767,507,435,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_200_R_TC_46/3992,4680,85,130/pct:40/0/default.jpg",,,,,75,200 R,3992,4680,85,130,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_211_R_TC_46/347,1592,67,347/pct:40/0/default.jpg",,,,,327,211 R,347,1592,67,347,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_055_V_TC_46/2802,2952,207,172/pct:40/0/default.jpg",,,,,468,55 V,2802,2952,207,172,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_079_V_TC_46/840,892,167,197/pct:40/0/default.jpg",,,,,473,79 V,840,892,167,197,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_535_R_TC_46/200,4452,270,232/pct:40/0/default.jpg",,,,,463,535 R,200,4452,270,232,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_51_V_TC_46/1120,5497,245,257/pct:40/0/default.jpg",,,,,269,51 V,1120,5497,245,257,
"https://stacks.stanford.edu/image/iiif/xq358rn9921%2F202_9_R_TC_46/85,510,707,1277/pct:40/0/default.jpg",,,,,202,9 R,85,510,707,1277,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_63_R_TC_46/2277,872,300,325/pct:40/0/default.jpg",,,,,27,63 R,2277,872,300,325,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_033_V_TC_46/322,4585,132,122/pct:40/0/default.jpg",,,,,406,33 V,322,4585,132,122,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_011_R_TC_46/2450,4172,192,342/pct:40/0/default.jpg",,,,,406,11 R,2450,4172,192,342,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_060_V_TC_46/1772,6887,490,1495/pct:40/0/default.jpg",,,,,10,60 V,1772,6887,490,1495,
"https://stacks.stanford.edu/image/iiif/rb035hx9922%2F67_40_V_TC_46/607,852,932,955/pct:40/0/default.jpg",,,,,67,40 V,607,852,932,955,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_065_R_TC_46/2142,257,72,150/pct:40/0/default.jpg",,,,,317,65 R,2142,257,72,150,
"https://stacks.stanford.edu/image/iiif/qq824qn0842%2F318_185_TC_46/5202,542,145,282/pct:40/0/default.jpg",,,,,318,185,5202,542,145,282,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_59_R_TC_46/662,2625,60,135/pct:40/0/default.jpg",,,,,186,59 R,662,2625,60,135,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_057_R_TC_46/1810,3445,240,187/pct:40/0/default.jpg",,,,,468,57 R,1810,3445,240,187,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_19_V_TC_46/4460,6082,242,260/pct:40/0/default.jpg",,,,,269,19 V,4460,6082,242,260,
"https://stacks.stanford.edu/image/iiif/rb296hb9129%2F214_049_R_TC_46/422,952,312,405/pct:40/0/default.jpg",,,,,214,49 R,422,952,312,405,
"https://stacks.stanford.edu/image/iiif/nt685jr6866%2F393_70_R_TC_46/1547,6480,390,377/pct:40/0/default.jpg",,,,,393,70 R,1547,6480,390,377,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_117_R_TC_46/1467,5740,130,180/pct:40/0/default.jpg",,,,,26,117 R,1467,5740,130,180,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_090_R_TC_46/2392,5065,405,767/pct:40/0/default.jpg",,,,,46,90 R,2392,5065,405,767,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_186_R_TC_46/2880,4800,282,190/pct:40/0/default.jpg",,,,,273,186 R,2880,4800,282,190,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_243_R_TC_46/905,1207,155,175/pct:40/0/default.jpg",,,,,10,243 R,905,1207,155,175,
"https://stacks.stanford.edu/image/iiif/qt747ct6627%2F161_103_R_TC_46/1725,635,315,150/pct:40/0/default.jpg",,,,,161,103 R,1725,635,315,150,
"https://stacks.stanford.edu/image/iiif/vn209hf3082%2F505_053_V_TC_46/752,1907,212,222/pct:40/0/default.jpg",,,,,505,53 V,752,1907,212,222,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_089_V_TC_46/4217,7387,142,107/pct:40/0/default.jpg",,,,,45,89 V,4217,7387,142,107,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_232_R_TC_46/272,3402,205,180/pct:40/0/default.jpg",,,,,317,232 R,272,3402,205,180,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_124_V_TC_46/1000,4930,112,327/pct:40/0/default.jpg",,,,,58,124 V,1000,4930,112,327,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_184_R_TC_46/760,6252,230,255/pct:40/0/default.jpg",,,,,45,184 R,760,6252,230,255,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_005_R_TC_46/955,4925,290,180/pct:40/0/default.jpg",,,,,271,5 R,955,4925,290,180,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_20_R_TC_46/2820,4485,510,495/pct:40/0/default.jpg",,,,,94,20 R,2820,4485,510,495,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_190_R_TC_46/3112,2630,35,227/pct:40/0/default.jpg",,,,,130,190 R,3112,2630,35,227,
"https://stacks.stanford.edu/image/iiif/cg362wn0438%2F150_109_V_TC_46/3192,2657,180,367/pct:40/0/default.jpg",,,,,150,109 V,3192,2657,180,367,
"https://stacks.stanford.edu/image/iiif/kc116ss6676%2F442_068_TC_46/740,4202,180,277/pct:40/0/default.jpg",,,,,442,68,740,4202,180,277,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_167_R_TC_46/115,6175,312,385/pct:40/0/default.jpg",,,,,131,167 R,115,6175,312,385,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_266_R_TC_46/1785,3707,345,252/pct:40/0/default.jpg",,,,,317,266 R,1785,3707,345,252,
