URL,letter,primary color,secondary colors,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_45_R_TC_46/1447,2222,395,580/pct:40/0/default.jpg",,,,,275,45 R,1447,2222,395,580,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_041_R_TC_46/1932,3422,677,3002/pct:40/0/default.jpg",,,,,29,41 R,1932,3422,677,3002,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_018_R_TC_46/3920,2222,690,485/pct:40/0/default.jpg",,,,,437,18 R,3920,2222,690,485,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_31_R_TC_46/2167,735,590,2892/pct:40/0/default.jpg",,,,,50,31 R,2167,735,590,2892,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_198_R_TC_46/75,920,400,1260/pct:40/0/default.jpg",,,,,16II,198 R,75,920,400,1260,
"https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_016_V_TC_46/810,5307,510,1495/pct:40/0/default.jpg",,,,,400,16 V,810,5307,510,1495,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_1_R_TC_46/237,1205,1555,1392/pct:40/0/default.jpg",,,,,28,1 R,237,1205,1555,1392,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_177_V_TC_46/1845,6672,367,590/pct:40/0/default.jpg",,,,,10,177 V,1845,6672,367,590,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_149_V_TC_46/1790,3632,325,345/pct:40/0/default.jpg",,,,,75,149 V,1790,3632,325,345,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_258_R_TC_46/2087,3782,427,515/pct:40/0/default.jpg",,,,,10,258 R,2087,3782,427,515,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_33_V_TC_46/1555,4405,685,4217/pct:40/0/default.jpg",,,,,83,33 V,1555,4405,685,4217,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_183_R_TC_46/1800,2177,275,1352/pct:40/0/default.jpg",,,,,327,183 R,1800,2177,275,1352,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_342_R_TC_46/110,4190,1945,4067/pct:40/0/default.jpg",,,,,49,342 R,110,4190,1945,4067,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_025_V_TC_46/2137,2662,305,862/pct:40/0/default.jpg",,,,,66A,25 V,2137,2662,305,862,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_024_V_TC_46/1040,1125,412,867/pct:40/0/default.jpg",,,,,26,24 V,1040,1125,412,867,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_083_TC_46/122,1065,542,697/pct:40/0/default.jpg",,,,,441,83,122,1065,542,697,
"https://stacks.stanford.edu/image/iiif/my768zw4807%2F390_052_TC_46/2722,300,442,2020/pct:40/0/default.jpg",,,,,390,52,2722,300,442,2020,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_146_R_TC_46/1522,355,440,637/pct:40/0/default.jpg",,,,,319,146 R,1522,355,440,637,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_064_R_TC_46/3002,3082,435,542/pct:40/0/default.jpg",,,,,45,64 R,3002,3082,435,542,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_179_V_TC_46/2937,2447,222,1072/pct:40/0/default.jpg",,,,,48,179 V,2937,2447,222,1072,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_134_V_TC_46/1700,6192,335,860/pct:40/0/default.jpg",,,,,83,134 V,1700,6192,335,860,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_019_V_TC_46/942,1575,592,1892/pct:40/0/default.jpg",,,,,468,19 V,942,1575,592,1892,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_85_V_TC_46/1682,4442,672,1415/pct:40/0/default.jpg",,,,,83,85 V,1682,4442,672,1415,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_146_R_TC_46/227,3082,505,1252/pct:40/0/default.jpg",,,,,468,146 R,227,3082,505,1252,
"https://stacks.stanford.edu/image/iiif/mk506vd5013%2F263_122_V_TC_46/705,1962,320,477/pct:40/0/default.jpg",,,,,263,122 V,705,1962,320,477,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_076_R_TC_46/2115,2042,537,707/pct:40/0/default.jpg",,,,,92,76 R,2115,2042,537,707,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_129_R_TC_46/2372,1082,175,362/pct:40/0/default.jpg",,,,,48,129 R,2372,1082,175,362,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_230_V_TC_46/1792,5585,730,1210/pct:40/0/default.jpg",,,,,83,230 V,1792,5585,730,1210,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_133_V_TC_46/3412,4922,350,505/pct:40/0/default.jpg",,,,,16II,133 V,3412,4922,350,505,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_150_V_TC_46/1727,3372,422,980/pct:40/0/default.jpg",,,,,10,150 V,1727,3372,422,980,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_032_V_TC_46/3932,1517,347,765/pct:40/0/default.jpg",,,,,10,32 V,3932,1517,347,765,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_004_V_TC_46/2402,2887,327,445/pct:40/0/default.jpg",,,,,310,4 V,2402,2887,327,445,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_075_R_TC_46/2385,1140,410,682/pct:40/0/default.jpg",,,,,29,75 R,2385,1140,410,682,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_148_V_TC_46/3240,950,597,1120/pct:40/0/default.jpg",,,,,295,148 V,3240,950,597,1120,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_200_R_TC_46/2042,6340,605,570/pct:40/0/default.jpg",,,,,11,200 R,2042,6340,605,570,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_377_R_TC_46/1775,787,227,1345/pct:40/0/default.jpg",,,,,463,377 R,1775,787,227,1345,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_004_V_TC_46/1790,5417,225,295/pct:40/0/default.jpg",,,,,75,4 V,1790,5417,225,295,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_041_R_TC_46/1650,2757,212,1882/pct:40/0/default.jpg",,,,,66A,41 R,1650,2757,212,1882,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_016_V_TC_46/897,6292,422,832/pct:40/0/default.jpg",,,,,45,16 V,897,6292,422,832,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_144_V_TC_46/1815,4872,645,762/pct:40/0/default.jpg",,,,,271,144 V,1815,4872,645,762,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_18_V_TC_46/1312,885,365,705/pct:40/0/default.jpg",,,,,94,18 V,1312,885,365,705,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_89_V_TC_46/1707,1397,577,487/pct:40/0/default.jpg",,,,,83,89 V,1707,1397,577,487,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_018_V_TC_46/197,5387,905,607/pct:40/0/default.jpg",,,,,437,18 V,197,5387,905,607,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_155_R_TC_46/3140,1425,272,700/pct:40/0/default.jpg",,,,,463,155 R,3140,1425,272,700,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_060_R_TC_46/1842,565,432,2017/pct:40/0/default.jpg",,,,,468,60 R,1842,565,432,2017,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_018_V_TC_46/1017,4700,1032,1077/pct:40/0/default.jpg",,,,,4,18 V,1017,4700,1032,1077,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_177_R_TC_46/292,6095,610,845/pct:40/0/default.jpg",,,,,83,177 R,292,6095,610,845,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_134_V_TC_46/1417,1890,625,937/pct:40/0/default.jpg",,,,,11,134 V,1417,1890,625,937,
"https://stacks.stanford.edu/image/iiif/rc239bc1052%2F345_54_R_TC_46/2870,1527,667,940/pct:40/0/default.jpg",,,,,345,54 R,2870,1527,667,940,
"https://stacks.stanford.edu/image/iiif/my768zw4807%2F390_024_TC_46/2830,1667,467,2005/pct:40/0/default.jpg",,,,,390,24,2830,1667,467,2005,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_166_V_TC_46/925,4942,497,1897/pct:40/0/default.jpg",,,,,16II,166 V,925,4942,497,1897,
"https://stacks.stanford.edu/image/iiif/fh297fm9680%2F226_58_R_TC_46/675,1002,340,3915/pct:40/0/default.jpg",,,,,226,58 R,675,1002,340,3915,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_593_V_TC_46/2362,1402,442,510/pct:40/0/default.jpg",,,,,463,593 V,2362,1402,442,510,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_091_R_TC_46/1835,442,302,335/pct:40/0/default.jpg",,,,,437,91 R,1835,442,302,335,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_357_R_TC_46/2527,1240,227,345/pct:40/0/default.jpg",,,,,10,357 R,2527,1240,227,345,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_023_R_TC_46/142,3537,595,2222/pct:40/0/default.jpg",,,,,468,23 R,142,3537,595,2222,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_155_V_TC_46/1865,5942,247,340/pct:40/0/default.jpg",,,,,75,155 V,1865,5942,247,340,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_124_V_TC_46/3292,2540,570,4075/pct:40/0/default.jpg",,,,,16II,124 V,3292,2540,570,4075,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_39_V_TC_46/1887,3092,570,645/pct:40/0/default.jpg",,,,,300,39 V,1887,3092,570,645,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_189_R_TC_46/1752,1182,440,567/pct:40/0/default.jpg",,,,,327,189 R,1752,1182,440,567,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_074_R_TC_46/202,362,240,1072/pct:40/0/default.jpg",,,,,469,74 R,202,362,240,1072,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_41_R_TC_46/2417,6117,705,2027/pct:40/0/default.jpg",,,,,50,41 R,2417,6117,705,2027,
"https://stacks.stanford.edu/image/iiif/hp146pz7537%2F072_110_V_TC_46/1290,3097,607,2325/pct:40/0/default.jpg",,,,,72,110 V,1290,3097,607,2325,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_050_V_TC_46/410,3920,357,740/pct:40/0/default.jpg",,,,,463,50 V,410,3920,357,740,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_076_R_TC_46/545,1882,192,837/pct:40/0/default.jpg",,,,,45,76 R,545,1882,192,837,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_260_V_TC_46/3422,950,565,1787/pct:40/0/default.jpg",,,,,58,260 V,3422,950,565,1787,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_140_R_TC_46/85,825,510,2142/pct:40/0/default.jpg",,,,,468,140 R,85,825,510,2142,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_119_V_TC_46/1792,2135,220,862/pct:40/0/default.jpg",,,,,271,119 V,1792,2135,220,862,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_163_R_TC_46/2012,2075,220,385/pct:40/0/default.jpg",,,,,327,163 R,2012,2075,220,385,
"https://stacks.stanford.edu/image/iiif/xq358rn9921%2F202_30_R_TC_46/107,895,1342,3460/pct:40/0/default.jpg",,,,,202,30 R,107,895,1342,3460,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_154_V_TC_46/1387,857,1040,2172/pct:40/0/default.jpg",,,,,11,154 V,1387,857,1040,2172,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_215_R_TC_46/2112,6187,627,1122/pct:40/0/default.jpg",,,,,16II,215 R,2112,6187,627,1122,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_135_V_TC_46/1322,1582,392,542/pct:40/0/default.jpg",,,,,29,135 V,1322,1582,392,542,
"https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_120_V_TC_46/2455,355,785,1335/pct:40/0/default.jpg",,,,,400,120 V,2455,355,785,1335,
"https://stacks.stanford.edu/image/iiif/wq149yj5620%2F438_226_R_TC_46/2,2665,437,977/pct:40/0/default.jpg",,,,,438,226 R,2,2665,437,977,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_013_R_TC_46/132,1005,332,465/pct:40/0/default.jpg",,,,,310,13 R,132,1005,332,465,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_042_V_TC_46/1845,1025,280,570/pct:40/0/default.jpg",,,,,271,42 V,1845,1025,280,570,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_038_V_FLP_O_TC_46/3622,4562,457,1415/pct:40/0/default.jpg",,,,,16II,38 V,3622,4562,457,1415,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_067_V_TC_46/382,1380,627,562/pct:40/0/default.jpg",,,,,319,67 V,382,1380,627,562,
"https://stacks.stanford.edu/image/iiif/jf942rk0336%2F236_006_V_TC_46/1520,595,670,792/pct:40/0/default.jpg",,,,,236,6 V,1520,595,670,792,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_157_V_TC_46/2195,3842,215,1362/pct:40/0/default.jpg",,,,,319,157 V,2195,3842,215,1362,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_215_R_TC_46/2045,3052,642,1717/pct:40/0/default.jpg",,,,,49,215 R,2045,3052,642,1717,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_161_R_TC_46/315,462,165,822/pct:40/0/default.jpg",,,,,469,161 R,315,462,165,822,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_235_R_TC_46/2217,5400,600,1672/pct:40/0/default.jpg",,,,,16II,235 R,2217,5400,600,1672,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_69_V_TC_46/1852,4760,322,592/pct:40/0/default.jpg",,,,,300,69 V,1852,4760,322,592,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_217_TC_46/272,2722,132,512/pct:40/0/default.jpg",,,,,51,217,272,2722,132,512,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_120_R_TC_46/765,2067,325,1317/pct:40/0/default.jpg",,,,,271,120 R,765,2067,325,1317,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_165_V_TC_46/990,7247,580,1277/pct:40/0/default.jpg",,,,,50,165 V,990,7247,580,1277,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_092_V_TC_46/2500,1867,567,3467/pct:40/0/default.jpg",,,,,484,92 V,2500,1867,567,3467,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_113_R_TC_46/3082,4482,640,1032/pct:40/0/default.jpg",,,,,463,113 R,3082,4482,640,1032,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_281_V_TC_46/3125,4992,282,1800/pct:40/0/default.jpg",,,,,16II,281 V,3125,4992,282,1800,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_23_V_TC_46/3107,6227,680,1590/pct:40/0/default.jpg",,,,,27,23 V,3107,6227,680,1590,
"https://stacks.stanford.edu/image/iiif/hp146pz7537%2F072_139_V_TC_46/1520,1890,397,932/pct:40/0/default.jpg",,,,,72,139 V,1520,1890,397,932,
"https://stacks.stanford.edu/image/iiif/tq577rd4321%2F469_014_V_TC_46/810,1525,195,885/pct:40/0/default.jpg",,,,,469,14 V,810,1525,195,885,
"https://stacks.stanford.edu/image/iiif/pf456zy3460%2F222_017_V_TC_46/1342,2685,680,1475/pct:40/0/default.jpg",,,,,222,17 V,1342,2685,680,1475,
"https://stacks.stanford.edu/image/iiif/ws512bd6784%2F425_015_V_TC_46/2887,3632,875,2267/pct:40/0/default.jpg",,,,,425,15 V,2887,3632,875,2267,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_069_R_TC_46/2327,1200,427,372/pct:40/0/default.jpg",,,,,75,69 R,2327,1200,427,372,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_020_R_TC_46/1705,7945,452,482/pct:40/0/default.jpg",,,,,295,20 R,1705,7945,452,482,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_050_R_TC_46/2,1117,712,600/pct:40/0/default.jpg",,,,,130,50 R,2,1117,712,600,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_222_V_TC_46/1467,4332,590,1227/pct:40/0/default.jpg",,,,,271,222 V,1467,4332,590,1227,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_104_V_TC_46/2925,4275,540,2167/pct:40/0/default.jpg",,,,,437,104 V,2925,4275,540,2167,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_233_R_TC_46/470,5242,362,507/pct:40/0/default.jpg",,,,,83,233 R,470,5242,362,507,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_127_V_TC_46/2430,325,457,3667/pct:40/0/default.jpg",,,,,468,127 V,2430,325,457,3667,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_73_R_TC_46/2392,1217,532,3337/pct:40/0/default.jpg",,,,,315,73 R,2392,1217,532,3337,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_28_R_TC_46/2315,4770,417,1055/pct:40/0/default.jpg",,,,,50,28 R,2315,4770,417,1055,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_134_TC_46/1417,4682,357,530/pct:40/0/default.jpg",,,,,51,134,1417,4682,357,530,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_234_V_TC_46/1970,1060,537,655/pct:40/0/default.jpg",,,,,83,234 V,1970,1060,537,655,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_227_R_TC_46/82,3690,265,372/pct:40/0/default.jpg",,,,,485,227 R,82,3690,265,372,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_276_V_TC_46/3322,1712,510,655/pct:40/0/default.jpg",,,,,271,276 V,3322,1712,510,655,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_185_V_TC_46/1745,4717,642,1735/pct:40/0/default.jpg",,,,,83,185 V,1745,4717,642,1735,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_173_V_TC_46/3302,3817,2075,3715/pct:40/0/default.jpg",,,,,52,173 V,3302,3817,2075,3715,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_158_V_TC_46/1572,3165,390,2077/pct:40/0/default.jpg",,,,,10,158 V,1572,3165,390,2077,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_067_R_TC_46/2132,3755,650,995/pct:40/0/default.jpg",,,,,92,67 R,2132,3755,650,995,
"https://stacks.stanford.edu/image/iiif/wq149yj5620%2F438_224_R_TC_46/1182,987,657,2292/pct:40/0/default.jpg",,,,,438,224 R,1182,987,657,2292,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_114_R_TC_46/332,1675,565,1272/pct:40/0/default.jpg",,,,,83,114 R,332,1675,565,1272,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_259_V_TC_46/1872,2805,242,1580/pct:40/0/default.jpg",,,,,271,259 V,1872,2805,242,1580,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_181_R_TC_46/402,4555,402,1292/pct:40/0/default.jpg",,,,,49,181 R,402,4555,402,1292,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_169_R_TC_46/147,5275,722,1545/pct:40/0/default.jpg",,,,,49,169 R,147,5275,722,1545,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_205_V_TC_46/1122,3397,825,3067/pct:40/0/default.jpg",,,,,58,205 V,1122,3397,825,3067,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_124_V_TC_46/1480,3030,307,467/pct:40/0/default.jpg",,,,,29,124 V,1480,3030,307,467,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_166_V_TC_46/1682,802,432,1477/pct:40/0/default.jpg",,,,,49,166 V,1682,802,432,1477,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_90_V_TC_46/1745,2007,497,1117/pct:40/0/default.jpg",,,,,83,90 V,1745,2007,497,1117,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_vi_R_TC_46/187,3700,1605,535/pct:40/0/default.jpg",,,,,26,vi R,187,3700,1605,535,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_236_TC_46/1322,1255,755,850/pct:40/0/default.jpg",,,,,51,236,1322,1255,755,850,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_133_V_TC_46/2440,3847,402,2092/pct:40/0/default.jpg",,,,,468,133 V,2440,3847,402,2092,
"https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_61_V_TC_46/3010,4107,427,1042/pct:40/0/default.jpg",,,,,315,61 V,3010,4107,427,1042,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_004_R_TC_46/2260,3000,342,465/pct:40/0/default.jpg",,,,,29,4 R,2260,3000,342,465,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_194_R_TC_46/3290,492,427,430/pct:40/0/default.jpg",,,,,463,194 R,3290,492,427,430,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_008_V_TC_46/1970,1140,255,1950/pct:40/0/default.jpg",,,,,271,8 V,1970,1140,255,1950,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_208_R_TC_46/2085,1167,405,812/pct:40/0/default.jpg",,,,,49,208 R,2085,1167,405,812,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_179_V_TC_46/75,2715,1757,3367/pct:40/0/default.jpg",,,,,485,179 V,75,2715,1757,3367,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_189_R_TC_46/427,4190,425,710/pct:40/0/default.jpg",,,,,83,189 R,427,4190,425,710,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_131_R_TC_46/2127,3547,1392,2210/pct:40/0/default.jpg",,,,,3,131 R,2127,3547,1392,2210,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_216_V_TC_46/1867,5647,292,347/pct:40/0/default.jpg",,,,,27,216 V,1867,5647,292,347,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_001_V_TC_46/520,1257,235,340/pct:40/0/default.jpg",,,,,319,1 V,520,1257,235,340,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_82_V_TC_46/1632,2080,747,1467/pct:40/0/default.jpg",,,,,83,82 V,1632,2080,747,1467,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_007_R_TC_46/495,3812,347,730/pct:40/0/default.jpg",,,,,75,7 R,495,3812,347,730,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_211_TC_46/130,2962,752,1572/pct:40/0/default.jpg",,,,,51,211,130,2962,752,1572,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_146_V_TC_46/3650,6227,450,875/pct:40/0/default.jpg",,,,,22,146 V,3650,6227,450,875,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_219_R_TC_46/3200,2902,452,560/pct:40/0/default.jpg",,,,,463,219 R,3200,2902,452,560,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_075_R_TC_46/572,6262,430,522/pct:40/0/default.jpg",,,,,45,75 R,572,6262,430,522,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_350_R_TC_46/505,5420,587,340/pct:40/0/default.jpg",,,,,10,350 R,505,5420,587,340,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_184_V_TC_46/3457,575,777,1547/pct:40/0/default.jpg",,,,,295,184 V,3457,575,777,1547,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_140_V_TC_46/282,1462,1095,1867/pct:40/0/default.jpg",,,,,16II,140 V,282,1462,1095,1867,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_004_V_TC_46/1600,4085,267,405/pct:40/0/default.jpg",,,,,29,4 V,1600,4085,267,405,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_016_V_TC_46/2632,5197,1532,3057/pct:40/0/default.jpg",,,,,295,16 V,2632,5197,1532,3057,
"https://stacks.stanford.edu/image/iiif/gn055tc5638%2F300_52_V_TC_46/2042,1722,790,652/pct:40/0/default.jpg",,,,,300,52 V,2042,1722,790,652,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_598_V_TC_46/2405,3217,432,2747/pct:40/0/default.jpg",,,,,484,598 V,2405,3217,432,2747,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_192_V_TC_46/2752,407,995,340/pct:40/0/default.jpg",,,,,437,192 V,2752,407,995,340,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_344_R_TC_46/2335,2640,457,390/pct:40/0/default.jpg",,,,,10,344 R,2335,2640,457,390,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_190_R_TC_46/1792,1162,632,2577/pct:40/0/default.jpg",,,,,485,190 R,1792,1162,632,2577,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_186_R_TC_46/2315,3282,490,847/pct:40/0/default.jpg",,,,,27,186 R,2315,3282,490,847,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_281_V_TC_46/2307,1707,1380,552/pct:40/0/default.jpg",,,,,10,281 V,2307,1707,1380,552,
"https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_245_R_TC_46/2127,510,932,1072/pct:40/0/default.jpg",,,,,48,245 R,2127,510,932,1072,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_33_R_TC_46/422,3782,512,567/pct:40/0/default.jpg",,,,,83,33 R,422,3782,512,567,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_184_R_TC_46/2412,370,390,360/pct:40/0/default.jpg",,,,,437,184 R,2412,370,390,360,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_207_R_TC_46/957,927,200,2175/pct:40/0/default.jpg",,,,,271,207 R,957,927,200,2175,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_214_R_TC_46/1675,3707,442,1657/pct:40/0/default.jpg",,,,,484,214 R,1675,3707,442,1657,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_350_V_TC_46/3005,5530,560,2065/pct:40/0/default.jpg",,,,,485,350 V,3005,5530,560,2065,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_342_TC_46/1955,2995,405,1242/pct:40/0/default.jpg",,,,,441,342,1955,2995,405,1242,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_048_R_TC_46/427,4080,195,337/pct:40/0/default.jpg",,,,,75,48 R,427,4080,195,337,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_032_V_TC_46/3240,1167,295,762/pct:40/0/default.jpg",,,,,26,32 V,3240,1167,295,762,
"https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_024_V_TC_46/2870,522,495,235/pct:40/0/default.jpg",,,,,437,24 V,2870,522,495,235,
