URL,ms_no,page,rv,x,y,w,h,color
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_217_R_TC_46/295,3,1785,158/pct:40/0/default.jpg",011,217,R,295,3,1785,158,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_217_R_TC_46/2400,3,1940,158/pct:40/0/default.jpg",011,217,R,2400,3,1940,158,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_217_R_TC_46/405,1328,1610,168/pct:40/0/default.jpg",011,217,R,405,1328,1610,168,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_220_R_TC_46/325,740,1853,298/pct:40/0/default.jpg",011,220,R,325,740,1853,298,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_220_V_TC_46/1663,748,1913,285/pct:40/0/default.jpg",011,220,V,1663,748,1913,285,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_221_R_TC_46/2660,928,1660,145/pct:40/0/default.jpg",011,221,R,2660,928,1660,145,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_222_R_TC_46/215,3,1883,155/pct:40/0/default.jpg",011,222,R,215,3,1883,155,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_222_R_TC_46/2438,3,1908,155/pct:40/0/default.jpg",011,222,R,2438,3,1908,155,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_223_R_TC_46/3688,1613,85,473/pct:40/0/default.jpg",011,223,R,3688,1613,85,473,
"https://stacks.stanford.edu/image/iiif/wd443nz9456%2F012_065_V_TC_46/1685,8563,2133,60/pct:40/0/default.jpg",012,065,V,1685,8563,2133,60,
"https://stacks.stanford.edu/image/iiif/wd443nz9456%2F012_221_R_TC_46/485,3,2720,105/pct:40/0/default.jpg",012,221,R,485,3,2720,105,
"https://stacks.stanford.edu/image/iiif/vx143vh9242%2F017_123_V_TC_46/1393,9198,1813,120/pct:40/0/default.jpg",017,123,V,1393,9198,1813,120,
"https://stacks.stanford.edu/image/iiif/vx143vh9242%2F017_123_V_TC_46/3680,9198,1723,120/pct:40/0/default.jpg",017,123,V,3680,9198,1723,120,
"https://stacks.stanford.edu/image/iiif/vx143vh9242%2F017_36_R_TC_46/480,5,1680,90/pct:40/0/default.jpg",017,36,R,480,5,1680,90,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_011_R_TC_46/605,3,1615,225/pct:40/0/default.jpg",022,011,R,605,3,1615,225,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_011_R_TC_46/2598,3,1928,225/pct:40/0/default.jpg",022,011,R,2598,3,1928,225,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_075_R_TC_46/2525,3,1908,220/pct:40/0/default.jpg",022,075,R,2525,3,1908,220,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_076_R_TC_46/2498,3,1905,163/pct:40/0/default.jpg",022,076,R,2498,3,1905,163,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_129_V_TC_46/1445,3,1943,230/pct:40/0/default.jpg",022,129,V,1445,3,1943,230,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_158_R_TC_46/2548,3,2015,228/pct:40/0/default.jpg",022,158,R,2548,3,2015,228,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_158_R_TC_46/2548,8698,2023,173/pct:40/0/default.jpg",022,158,R,2548,8698,2023,173,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_161_V_TC_46/1680,3,1943,100/pct:40/0/default.jpg",022,161,V,1680,3,1943,100,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_051_V_TC_46/938,3,2888,175/pct:40/0/default.jpg",023,051,V,938,3,2888,175,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_051_V_TC_46/938,8310,2888,98/pct:40/0/default.jpg",023,051,V,938,8310,2888,98,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_058_V_TC_46/1588,3,2688,195/pct:40/0/default.jpg",023,058,V,1588,3,2688,195,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_060_V_TC_46/1518,8223,3005,198/pct:40/0/default.jpg",023,060,V,1518,8223,3005,198,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1925,888,70,160/pct:40/0/default.jpg",023,091,V,1925,888,70,160,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1858,2363,130,193/pct:40/0/default.jpg",023,091,V,1858,2363,130,193,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1855,2988,108,183/pct:40/0/default.jpg",023,091,V,1855,2988,108,183,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1863,3643,80,170/pct:40/0/default.jpg",023,091,V,1863,3643,80,170,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1883,4048,113,213/pct:40/0/default.jpg",023,091,V,1883,4048,113,213,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1830,4318,133,310/pct:40/0/default.jpg",023,091,V,1830,4318,133,310,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1830,4680,105,203/pct:40/0/default.jpg",023,091,V,1830,4680,105,203,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1830,5705,95,205/pct:40/0/default.jpg",023,091,V,1830,5705,95,205,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_091_V_TC_46/1838,5945,145,353/pct:40/0/default.jpg",023,091,V,1838,5945,145,353,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1928,1928,140,210/pct:40/0/default.jpg",023,100,V,1928,1928,140,210,
