URL,ms_no,page,rv,x,y,w,h,color
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_235_R_TC_46/1603,2050,195,208/pct:40/0/default.jpg",030,235,R,1603,2050,195,208,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_235_R_TC_46/3438,5065,175,218/pct:40/0/default.jpg",030,235,R,3438,5065,175,218,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_R_TC_46/1493,1515,163,190/pct:40/0/default.jpg",030,240,R,1493,1515,163,190,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_R_TC_46/1540,2778,170,228/pct:40/0/default.jpg",030,240,R,1540,2778,170,228,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_R_TC_46/2725,3190,215,218/pct:40/0/default.jpg",030,240,R,2725,3190,215,218,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_R_TC_46/3460,3900,188,240/pct:40/0/default.jpg",030,240,R,3460,3900,188,240,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_R_TC_46/3613,4940,158,208/pct:40/0/default.jpg",030,240,R,3613,4940,158,208,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_V_TC_46/1105,820,188,215/pct:40/0/default.jpg",030,240,V,1105,820,188,215,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_V_TC_46/1735,3500,180,215/pct:40/0/default.jpg",030,240,V,1735,3500,180,215,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_V_TC_46/1763,2515,178,223/pct:40/0/default.jpg",030,240,V,1763,2515,178,223,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_240_V_TC_46/3963,4188,650,225/pct:40/0/default.jpg",030,240,V,3963,4188,650,225,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_242_V_TC_46/1180,5818,190,200/pct:40/0/default.jpg",030,242,V,1180,5818,190,200,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_14_R_TC_46/345,4598,868,878/pct:40/0/default.jpg",031,14,R,345,4598,868,878,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_17_R_TC_46/183,5163,198,230/pct:40/0/default.jpg",031,17,R,183,5163,198,230,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_17_R_TC_46/1840,5100,208,223/pct:40/0/default.jpg",031,17,R,1840,5100,208,223,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_41_V_TC_46/1360,4528,505,200/pct:40/0/default.jpg",031,41,V,1360,4528,505,200,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_8_R_TC_46/4598,3670,358,760/pct:40/0/default.jpg",031,8_R,R,4598,3670,358,760,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_120_V_TC_46/3443,188,268,158/pct:40/0/default.jpg",033,120,V,3443,188,268,158,
"https://stacks.stanford.edu/image/iiif/sx200wv7668%2F044_217_TC_46/365,1403,658,663/pct:40/0/default.jpg",044,217,,365,1403,658,663,
